Date,Open,High,Low,Close,Volume,Market Cap,Volume (adjusted)
30-Sep-17,4166.11,4358.43,4160.86,4338.71,"1,207,450,000","69,136,600,000",12074.5
29-Sep-17,4171.62,4214.63,4039.29,4163.07,"1,367,050,000","69,219,200,000",13670.5
28-Sep-17,4197.13,4279.31,4109.7,4174.73,"1,712,320,000","69,633,200,000",17123.2
27-Sep-17,3892.94,4210.05,3884.82,4200.67,"1,686,880,000","64,579,200,000",16868.8
26-Sep-17,3928.41,3969.89,3869.9,3892.35,"1,043,740,000","65,161,000,000",10437.4
25-Sep-17,3681.58,3950.25,3681.58,3926.07,"1,374,210,000","61,061,100,000",13742.1
24-Sep-17,3796.15,3796.15,3666.9,3682.84,"768,015,000","62,954,300,000",7680.15
23-Sep-17,3629.92,3819.21,3594.58,3792.4,"928,114,000","60,190,000,000",9281.14
22-Sep-17,3628.02,3758.27,3553.53,3630.7,"1,194,830,000","60,152,300,000",11948.3
21-Sep-17,3901.47,3916.42,3613.63,3631.04,"1,411,480,000","64,677,600,000",14114.8
20-Sep-17,3916.36,4031.39,3857.73,3905.95,"1,213,830,000","64,918,500,000",12138.3
19-Sep-17,4073.79,4094.07,3868.87,3924.97,"1,563,980,000","67,520,300,000",15639.8
18-Sep-17,3591.09,4079.23,3591.09,4065.2,"1,943,210,000","59,514,100,000",19432.1
17-Sep-17,3606.28,3664.81,3445.64,3582.88,"1,239,150,000","59,757,800,000",12391.5
16-Sep-17,3637.75,3808.84,3487.79,3625.04,"1,818,400,000","60,271,600,000",18184
15-Sep-17,3166.3,3733.45,2946.62,3637.52,"4,148,070,000","52,453,500,000",41480.7
14-Sep-17,3875.37,3920.6,3153.86,3154.95,"2,716,310,000","64,191,600,000",27163.1
13-Sep-17,4131.98,4131.98,3789.92,3882.59,"2,219,410,000","68,432,200,000",22194.1
12-Sep-17,4168.88,4344.65,4085.22,4130.81,"1,864,530,000","69,033,400,000",18645.3
11-Sep-17,4122.47,4261.67,4099.4,4161.27,"1,557,330,000","68,256,000,000",15573.3
10-Sep-17,4229.34,4245.44,3951.04,4122.94,"1,679,090,000","70,018,100,000",16790.9
9-Sep-17,4229.81,4308.82,4114.11,4226.06,"1,386,230,000","70,017,200,000",13862.3
8-Sep-17,4605.16,4661,4075.18,4228.75,"2,700,890,000","76,220,200,000",27008.9
7-Sep-17,4589.14,4655.04,4491.33,4599.88,"1,844,620,000","75,945,000,000",18446.2
6-Sep-17,4376.59,4617.25,4376.59,4597.12,"2,172,100,000","72,418,700,000",21721
5-Sep-17,4228.29,4427.84,3998.11,4376.53,"2,697,970,000","69,954,400,000",26979.7
4-Sep-17,4591.63,4591.63,4108.4,4236.31,"2,987,330,000","75,955,500,000",29873.3
3-Sep-17,4585.27,4714.08,4417.59,4582.96,"1,933,190,000","75,841,700,000",19331.9
2-Sep-17,4901.42,4975.04,4469.24,4578.77,"2,722,140,000","81,060,600,000",27221.4
1-Sep-17,4701.76,4892.01,4678.53,4892.01,"2,599,080,000","77,748,400,000",25990.8
31-Aug-17,4555.59,4736.05,4549.4,4703.39,"1,944,930,000","75,322,300,000",19449.3
30-Aug-17,4570.36,4626.52,4471.41,4565.3,"1,937,850,000","75,556,600,000",19378.5
29-Aug-17,4389.21,4625.68,4352.13,4579.02,"2,486,080,000","72,553,800,000",24860.8
28-Aug-17,4384.45,4403.93,4224.64,4382.66,"1,959,330,000","72,467,900,000",19593.3
27-Aug-17,4345.1,4416.59,4317.29,4382.88,"1,537,460,000","71,809,200,000",15374.6
26-Aug-17,4372.06,4379.28,4269.52,4352.4,"1,511,610,000","72,249,100,000",15116.1
25-Aug-17,4332.82,4455.7,4307.35,4371.6,"1,727,970,000","71,595,100,000",17279.7
24-Aug-17,4137.6,4376.39,4130.26,4334.68,"2,037,750,000","68,363,900,000",20377.5
23-Aug-17,4089.01,4255.78,4078.41,4151.52,"2,369,820,000","67,553,000,000",23698.2
22-Aug-17,3998.35,4128.76,3674.58,4100.52,"3,764,240,000","66,051,000,000",37642.4
21-Aug-17,4090.48,4109.14,3988.6,4001.74,"2,800,890,000","67,567,100,000",28008.9
20-Aug-17,4189.31,4196.29,4069.88,4087.66,"2,109,770,000","69,192,700,000",21097.7
19-Aug-17,4137.75,4243.26,3970.55,4193.7,"2,975,820,000","68,333,100,000",29758.2
18-Aug-17,4324.34,4370.13,4015.4,4160.62,"2,941,710,000","71,406,500,000",29417.1
17-Aug-17,4384.44,4484.7,4243.71,4331.69,"2,553,360,000","72,389,100,000",25533.6
16-Aug-17,4200.34,4381.23,3994.42,4376.63,"2,272,040,000","69,342,700,000",22720.4
15-Aug-17,4326.99,4455.97,3906.18,4181.93,"3,258,050,000","71,425,500,000",32580.5
14-Aug-17,4066.1,4325.13,3989.16,4325.13,"2,463,090,000","67,112,300,000",24630.9
13-Aug-17,3880.04,4208.39,3857.8,4073.26,"3,159,090,000","64,034,100,000",31590.9
12-Aug-17,3650.63,3949.92,3613.7,3884.71,"2,219,590,000","60,242,100,000",22195.9
11-Aug-17,3373.82,3679.72,3372.12,3650.62,"2,021,190,000","55,668,000,000",20211.9
10-Aug-17,3341.84,3453.45,3319.47,3381.28,"1,515,110,000","55,134,700,000",15151.1
9-Aug-17,3420.4,3422.76,3247.67,3342.47,"1,468,960,000","56,424,900,000",14689.6
8-Aug-17,3370.22,3484.85,3345.83,3419.94,"1,752,760,000","55,590,300,000",17527.6
7-Aug-17,3212.78,3397.68,3180.89,3378.94,"1,482,280,000","52,987,300,000",14822.8
6-Aug-17,3257.61,3293.29,3155.6,3213.94,"1,105,030,000","53,720,900,000",11050.3
5-Aug-17,2897.63,3290.01,2874.83,3252.91,"1,945,700,000","47,778,200,000",19457
4-Aug-17,2806.93,2899.33,2743.72,2895.89,"1,002,120,000","46,276,200,000",10021.2
3-Aug-17,2709.56,2813.31,2685.14,2804.73,"804,797,000","44,666,400,000",8047.97
2-Aug-17,2727.13,2762.53,2668.59,2710.67,"1,094,950,000","44,950,800,000",10949.5
1-Aug-17,2871.3,2921.35,2685.61,2718.26,"1,324,670,000","47,321,800,000",13246.7
31-Jul-17,2763.24,2889.62,2720.61,2875.34,"860,575,000","45,535,800,000",8605.75
30-Jul-17,2724.39,2758.53,2644.85,2757.18,"705,943,000","44,890,700,000",7059.43
29-Jul-17,2807.02,2808.76,2692.8,2726.45,"803,746,000","46,246,700,000",8037.46
28-Jul-17,2679.73,2897.45,2679.73,2809.01,"1,380,100,000","44,144,400,000",13801
27-Jul-17,2538.71,2693.32,2529.34,2671.78,"789,104,000","41,816,500,000",7891.04
26-Jul-17,2577.77,2610.76,2450.8,2529.45,"937,404,000","42,455,000,000",9374.04
25-Jul-17,2757.5,2768.08,2480.96,2576.48,"1,460,090,000","45,410,100,000",14600.9
24-Jul-17,2732.7,2777.26,2699.19,2754.86,"866,474,000","44,995,600,000",8664.74
23-Jul-17,2808.1,2832.18,2653.94,2730.4,"1,072,840,000","46,231,100,000",10728.4
22-Jul-17,2668.63,2862.42,2657.71,2810.12,"1,177,130,000","43,929,600,000",11771.3
21-Jul-17,2838.41,2838.41,2621.85,2667.76,"1,489,450,000","46,719,000,000",14894.5
20-Jul-17,2269.89,2900.7,2269.89,2817.6,"2,249,260,000","37,356,800,000",22492.6
19-Jul-17,2323.08,2397.17,2260.23,2273.43,"1,245,100,000","38,227,800,000",12451
18-Jul-17,2233.52,2387.61,2164.77,2318.88,"1,512,450,000","36,749,400,000",15124.5
17-Jul-17,1932.62,2230.49,1932.62,2228.41,"1,201,760,000","31,795,000,000",12017.6
16-Jul-17,1991.98,2058.77,1843.03,1929.82,"1,182,870,000","32,767,600,000",11828.7
15-Jul-17,2230.12,2231.14,1990.41,1998.86,"993,608,000","36,681,300,000",9936.08
14-Jul-17,2360.59,2363.25,2183.22,2233.34,"882,503,000","38,823,100,000",8825.03
13-Jul-17,2402.7,2425.22,2340.83,2357.9,"835,770,000","39,511,000,000",8357.7
12-Jul-17,2332.77,2423.71,2275.14,2398.84,"1,117,410,000","38,355,900,000",11174.1
11-Jul-17,2385.89,2413.47,2296.81,2337.79,"1,329,760,000","39,224,200,000",13297.6
10-Jul-17,2525.25,2537.16,2321.13,2372.56,"1,111,200,000","41,509,000,000",11112
9-Jul-17,2572.61,2635.49,2517.59,2518.44,"527,856,000","42,283,200,000",5278.56
8-Jul-17,2520.27,2571.34,2492.31,2571.34,"733,330,000","41,417,700,000",7333.3
7-Jul-17,2608.59,2916.14,2498.87,2518.66,"917,412,000","42,864,200,000",9174.12
6-Jul-17,2608.1,2616.72,2581.69,2608.56,"761,957,000","42,851,400,000",7619.57
5-Jul-17,2602.87,2622.65,2538.55,2601.99,"941,566,000","42,760,800,000",9415.66
4-Jul-17,2561,2631.59,2559.35,2601.64,"985,516,000","42,067,900,000",9855.16
3-Jul-17,2498.56,2595,2480.47,2564.06,"964,112,000","41,037,200,000",9641.12
2-Jul-17,2436.4,2514.28,2394.84,2506.47,"803,747,000","40,010,500,000",8037.47
1-Jul-17,2492.6,2515.27,2419.23,2434.55,"779,914,000","40,928,200,000",7799.14
30-Jun-17,2539.24,2559.25,2478.43,2480.84,"860,273,000","41,689,100,000",8602.73
29-Jun-17,2567.56,2588.83,2510.48,2539.32,"949,979,000","42,150,300,000",9499.79
28-Jun-17,2553.03,2603.98,2484.42,2574.79,"1,183,870,000","41,906,700,000",11838.7
27-Jun-17,2478.45,2552.45,2332.99,2552.45,"1,489,790,000","40,677,900,000",14897.9
26-Jun-17,2590.57,2615.25,2376.29,2478.45,"1,663,280,000","42,514,000,000",16632.8
25-Jun-17,2607.25,2682.26,2552.12,2589.41,"1,161,100,000","42,783,800,000",11611
24-Jun-17,2738.52,2757.94,2583.19,2608.72,"982,750,000","44,932,900,000",9827.5
23-Jun-17,2707.34,2765.17,2706.37,2744.91,"961,319,000","44,415,900,000",9613.19
22-Jun-17,2691.03,2723.74,2642.36,2705.41,"1,097,940,000","44,143,700,000",10979.4
21-Jun-17,2709.43,2772.01,2660.4,2689.1,"1,626,580,000","44,440,800,000",16265.8
20-Jun-17,2591.26,2763.45,2589.82,2721.79,"1,854,190,000","42,498,000,000",18541.9
19-Jun-17,2549.03,2662.85,2549.03,2589.6,"1,446,840,000","41,800,600,000",14468.4
18-Jun-17,2655.35,2662.1,2516.33,2548.29,"1,178,660,000","43,539,300,000",11786.6
17-Jun-17,2514.01,2685.19,2484.96,2655.88,"1,534,510,000","41,217,200,000",15345.1
16-Jun-17,2469.57,2539.92,2385.15,2518.56,"1,195,190,000","40,484,100,000",11951.9
15-Jun-17,2499.58,2534.71,2212.96,2464.58,"2,026,260,000","40,971,300,000",20262.6
14-Jun-17,2716.88,2786.83,2412.94,2506.37,"1,696,560,000","44,528,300,000",16965.6
13-Jun-17,2680.91,2789.04,2650.38,2717.02,"1,781,200,000","43,934,100,000",17812
12-Jun-17,2953.22,2997.26,2518.56,2659.63,"2,569,530,000","48,391,200,000",25695.3
11-Jun-17,2942.41,2996.6,2840.53,2958.11,"1,752,400,000","48,208,700,000",17524
10-Jun-17,2828.14,2950.99,2746.55,2947.71,"2,018,890,000","46,331,400,000",20188.9
9-Jun-17,2807.44,2901.71,2795.62,2823.81,"1,348,950,000","45,987,100,000",13489.5
8-Jun-17,2720.49,2815.3,2670.95,2805.62,"1,281,170,000","44,557,100,000",12811.7
7-Jun-17,2869.38,2869.38,2700.56,2732.16,"1,517,710,000","46,989,800,000",15177.1
6-Jun-17,2690.84,2999.91,2690.84,2863.2,"2,089,610,000","44,061,000,000",20896.1
5-Jun-17,2512.4,2686.81,2510.22,2686.81,"1,369,310,000","41,133,900,000",13693.1
4-Jun-17,2547.79,2585.89,2452.54,2511.81,"1,355,120,000","41,708,200,000",13551.2
3-Jun-17,2493.72,2581.91,2423.57,2515.35,"1,514,950,000","40,817,100,000",15149.5
2-Jun-17,2404.03,2488.55,2373.32,2488.55,"1,317,030,000","39,344,600,000",13170.3
1-Jun-17,2288.33,2448.39,2288.33,2407.88,"1,653,180,000","37,446,200,000",16531.8
31-May-17,2187.19,2311.08,2145.57,2286.41,"1,544,830,000","35,786,700,000",15448.3
30-May-17,2255.36,2301.96,2124.57,2175.47,"1,443,970,000","36,897,000,000",14439.7
29-May-17,2159.43,2307.05,2107.17,2255.61,"994,625,000","35,323,500,000",9946.25
28-May-17,2054.08,2267.34,2054.08,2155.8,"1,147,140,000","33,595,900,000",11471.4
27-May-17,2196.27,2260.2,1855.83,2038.87,"1,700,480,000","35,917,100,000",17004.8
26-May-17,2320.89,2573.79,2071.99,2202.42,"1,763,480,000","37,950,600,000",17634.8
25-May-17,2446.24,2763.71,2285.3,2304.98,"2,406,700,000","39,995,400,000",24067
24-May-17,2321.37,2523.72,2321.37,2443.64,"1,725,380,000","37,949,200,000",17253.8
23-May-17,2191.56,2320.82,2178.5,2320.42,"1,378,750,000","35,822,600,000",13787.5
22-May-17,2043.19,2303.9,2017.87,2173.4,"1,942,220,000","33,393,600,000",19422.2
21-May-17,2067.03,2119.08,2037.5,2041.2,"1,147,860,000","33,779,400,000",11478.6
20-May-17,1984.24,2084.73,1974.92,2084.73,"961,336,000","32,422,400,000",9613.36
19-May-17,1897.37,2004.52,1890.25,1987.71,"1,157,290,000","30,999,000,000",11572.9
18-May-17,1818.7,1904.48,1807.12,1888.65,"894,321,000","29,710,500,000",8943.21
17-May-17,1726.73,1864.05,1661.91,1839.09,"1,064,730,000","28,204,800,000",10647.3
16-May-17,1741.7,1785.94,1686.54,1734.45,"959,045,000","28,446,300,000",9590.45
15-May-17,1808.44,1812.8,1708.54,1738.43,"731,529,000","29,532,600,000",7315.29
14-May-17,1800.86,1831.42,1776.62,1808.91,"437,196,000","29,405,100,000",4371.96
13-May-17,1723.12,1812.99,1651.08,1804.91,"579,635,000","28,132,300,000",5796.35
12-May-17,1845.76,1856.15,1694.01,1724.24,"740,984,000","30,131,100,000",7409.84
11-May-17,1780.37,1873.93,1755.35,1848.57,"799,490,000","29,060,600,000",7994.9
10-May-17,1756.52,1788.44,1719.1,1787.13,"915,723,000","28,668,100,000",9157.23
9-May-17,1723.89,1833.49,1716.3,1755.36,"1,167,920,000","28,132,200,000",11679.2
8-May-17,1596.92,1723.35,1596.92,1723.35,"1,340,320,000","26,056,500,000",13403.2
7-May-17,1579.47,1596.72,1559.76,1596.71,"1,080,030,000","25,768,500,000",10800.3
6-May-17,1556.81,1578.8,1542.5,1578.8,"582,530,000","25,395,600,000",5825.3
5-May-17,1540.87,1618.03,1530.31,1555.45,"946,036,000","25,133,100,000",9460.36
4-May-17,1490.72,1608.91,1490.72,1537.67,"933,549,000","24,311,900,000",9335.49
3-May-17,1453.78,1492.77,1447.49,1490.09,"583,796,000","23,707,100,000",5837.96
2-May-17,1421.03,1473.9,1415.69,1452.82,"477,338,000","23,170,200,000",4773.38
1-May-17,1348.3,1434.32,1348.3,1421.6,"713,624,000","21,981,800,000",7136.24
30-Apr-17,1321.87,1347.91,1314.92,1347.89,"413,115,000","21,548,400,000",4131.15
29-Apr-17,1317.84,1327.2,1315.21,1321.79,"422,706,000","21,479,800,000",4227.06
28-Apr-17,1317.74,1331.28,1292.37,1316.48,"527,489,000","21,476,000,000",5274.89
27-Apr-17,1281.88,1319.7,1281.3,1317.73,"449,197,000","20,889,200,000",4491.97
26-Apr-17,1265.99,1294.83,1265.93,1281.08,"329,631,000","20,627,900,000",3296.31
25-Apr-17,1250.45,1267.58,1249.97,1265.49,"242,556,000","20,372,300,000",2425.56
24-Apr-17,1209.63,1250.94,1209.63,1250.15,"235,806,000","19,705,400,000",2358.06
23-Apr-17,1231.92,1232.2,1203.94,1207.21,"258,951,000","20,066,200,000",2589.51
22-Apr-17,1222.71,1235.56,1208.47,1231.71,"249,320,000","19,913,900,000",2493.2
21-Apr-17,1229.42,1235.94,1215.56,1222.05,"272,167,000","20,020,700,000",2721.67
20-Apr-17,1211.08,1240.79,1208.41,1229.08,"315,108,000","19,719,900,000",3151.08
19-Apr-17,1212.13,1215.51,1205.08,1210.29,"288,061,000","19,734,800,000",2880.61
18-Apr-17,1193.77,1217.57,1193.77,1211.67,"270,524,000","19,433,800,000",2705.24
17-Apr-17,1183.25,1194.9,1172.65,1193.91,"253,206,000","19,260,500,000",2532.06
16-Apr-17,1172.61,1187.22,1172.61,1182.94,"183,231,000","19,085,100,000",1832.31
15-Apr-17,1167.3,1188,1164.96,1172.52,"203,559,000","18,996,500,000",2035.59
14-Apr-17,1170.33,1190.8,1159.79,1167.54,"254,827,000","19,043,800,000",2548.27
13-Apr-17,1201.02,1205.89,1156.44,1169.28,"351,969,000","19,541,300,000",3519.69
12-Apr-17,1204.81,1207.14,1196.76,1200.37,"288,702,000","19,600,800,000",2887.02
11-Apr-17,1187.46,1208.07,1187.46,1205.01,"216,182,000","19,316,000,000",2161.82
10-Apr-17,1187.3,1190.34,1179.04,1187.13,"215,883,000","19,311,200,000",2158.83
9-Apr-17,1176.57,1197.21,1171.86,1187.87,"242,343,000","19,134,400,000",2423.43
8-Apr-17,1172.65,1184.98,1162.58,1175.95,"209,312,000","19,068,600,000",2093.12
7-Apr-17,1178.94,1186.58,1163.39,1176.9,"317,022,000","19,168,500,000",3170.22
6-Apr-17,1125.81,1188.37,1125.81,1182.68,"511,222,000","18,302,600,000",5112.22
5-Apr-17,1134.14,1135.09,1113.63,1124.78,"414,784,000","18,435,700,000",4147.84
4-Apr-17,1145.52,1156.44,1120.52,1133.25,"436,310,000","18,619,000,000",4363.1
3-Apr-17,1102.95,1151.74,1102.95,1143.81,"580,444,000","17,924,600,000",5804.44
2-Apr-17,1080.61,1107.59,1075.45,1102.17,"514,187,000","17,559,400,000",5141.87
1-Apr-17,1071.71,1091.72,1061.09,1080.5,"289,634,000","17,413,000,000",2896.34
31-Mar-17,1026.64,1074.92,1026.64,1071.79,"447,287,000","16,679,000,000",4472.87
30-Mar-17,1042.21,1049.29,1020.04,1026.43,"352,969,000","16,929,800,000",3529.69
29-Mar-17,1046.08,1055.13,1015.88,1039.97,"298,458,000","16,990,900,000",2984.58
28-Mar-17,1044.58,1064.65,1027.73,1047.15,"326,332,000","16,964,500,000",3263.32
27-Mar-17,972.05,1046.4,971.98,1045.77,"372,535,000","15,785,000,000",3725.35
26-Mar-17,974.01,1007.96,954.19,966.73,"303,668,000","15,814,800,000",3036.68
25-Mar-17,936.54,975.76,903.71,972.78,"435,803,000","15,204,800,000",4358.03
24-Mar-17,1038.45,1040.47,934.36,937.52,"491,038,000","16,857,000,000",4910.38
23-Mar-17,1050.05,1058.01,1028.93,1038.59,"248,540,000","17,043,400,000",2485.4
22-Mar-17,1120.65,1120.65,1014.21,1049.14,"380,841,000","18,187,100,000",3808.41
21-Mar-17,1055.36,1122.43,1055.36,1120.54,"337,391,000","17,125,600,000",3373.91
20-Mar-17,1037.24,1063.03,1036.68,1054.23,"286,530,000","16,829,800,000",2865.3
19-Mar-17,976.73,1069.91,976.73,1036.74,"406,648,000","15,846,000,000",4066.48
18-Mar-17,1099.69,1114.07,957.65,973.82,"621,302,000","17,838,700,000",6213.02
17-Mar-17,1180.16,1180.16,1099.57,1100.23,"706,599,000","19,141,800,000",7065.99
16-Mar-17,1251.33,1257.98,1152.44,1187.81,"638,568,000","20,293,700,000",6385.68
15-Mar-17,1240.16,1251.61,1239.75,1249.61,"297,805,000","20,110,400,000",2978.05
14-Mar-17,1232.16,1244.81,1220.72,1240,"245,306,000","19,978,200,000",2453.06
